basename,mags_and_gtdb,gtdb,mag_only,gtdb_reps,mags_and_gtdbreps
SRR11124932,0.900766298,0.84122241,0.63020582,0.654786868,0.848944317
SRR11124933,0.803288194,0.735325739,0.515113312,0.61085506,0.780712083
SRR11124935,0.899554165,0.850209631,0.631960128,0.668546023,0.845347053
SRR11124936,0.859139611,0.760166109,0.531092892,0.598013896,0.832730726
SRR11124940,0.71663487,0.652310911,0.456585011,0.539947804,0.690800748
SRR11124944,0.813282231,0.715202893,0.6212461,0.591274811,0.771119105
SRR11124945,0.890599331,0.848153331,0.644194239,0.645432585,0.82286168
SRR11124949,0.759728327,0.685325544,0.467706985,0.564067443,0.736809188
SRR11124951,0.856757233,0.805599102,0.636569227,0.627208062,0.799788297
SRR11124955,0.886270878,0.837426591,0.611557773,0.63770652,0.835109601
SRR11124956,0.777687837,0.691233844,0.531589955,0.557089069,0.745214053
SRR11124957,0.794877508,0.728119596,0.581058524,0.5687394,0.741184475
SRR11124959,0.897977405,0.839076611,0.645597519,0.635769496,0.862040361
SRR11124962,0.811656991,0.749192457,0.574297652,0.594693796,0.761111111
SRR11124964,0.666985587,0.587904902,0.419548138,0.498129772,0.656156295
SRR11124968,0.816282078,0.737768539,0.580613326,0.591483829,0.765533976
SRR11124973,0.708535957,0.636575319,0.425975338,0.549915821,0.704515076
SRR11124974,0.797879809,0.722982776,0.598612023,0.585819612,0.752751386
SRR11124977,0.716730362,0.649402853,0.390482303,0.547148751,0.706623429
SRR11124978,0.830895169,0.775095864,0.593616229,0.610340227,0.780053369
SRR11124986,0.737564734,0.675361985,0.434895862,0.573855736,0.726347757
SRR11124987,0.747702719,0.669494288,0.509123849,0.544032186,0.718896681
SRR11124991,0.748458881,0.657530338,0.522129777,0.553138421,0.708409129
SRR11124992,0.752738689,0.671921939,0.520050666,0.559542745,0.713445732
SRR11124995,0.768904987,0.685745753,0.531401246,0.552577959,0.72948234
SRR11124996,0.847640934,0.782978238,0.58692798,0.624806276,0.805850658
SRR11124997,0.849367137,0.760549487,0.546212333,0.63090904,0.824190789
SRR11124998,0.827307517,0.768658137,0.613448203,0.615948208,0.778484537
SRR11124999,0.790632624,0.653718348,0.539938293,0.525529814,0.756203932
SRR11125005,0.799063764,0.732036676,0.565348525,0.582376362,0.756949594
SRR11125009,0.891261298,0.836156697,0.66906379,0.658402254,0.829846406
SRR11125010,0.7764494,0.704496685,0.544562792,0.584566747,0.734562294
SRR11125012,0.785204293,0.69580313,0.544662525,0.57835533,0.752409031
SRR11125014,0.757605302,0.668501401,0.543707641,0.534966558,0.711379345
SRR11125017,0.843908483,0.787560915,0.61608033,0.628576657,0.795056533
SRR11125020,0.88080947,0.833770997,0.624891812,0.648634198,0.813322894
SRR11125021,0.846304997,0.782613946,0.600534746,0.624231853,0.786328513
SRR11125025,0.89164635,0.838613222,0.626625258,0.651864017,0.842882815
SRR11125026,0.871087626,0.829638232,0.61035415,0.643143235,0.796041964
SRR11125027,0.80215639,0.746189075,0.495773833,0.630868643,0.785561875
SRR11125028,0.798639762,0.735402216,0.536422528,0.596635135,0.761317459
SRR11125031,0.871197173,0.827549615,0.622516556,0.648792979,0.824858391
SRR11125035,0.853547068,0.796029579,0.535361712,0.630099954,0.808288713
SRR11125036,0.841014392,0.776853862,0.60784911,0.612196925,0.776232318
SRR11125041,0.869621841,0.819022204,0.587954158,0.63744603,0.809300946
SRR11125042,0.869219089,0.811886142,0.604074031,0.658938793,0.813274533
SRR11125045,0.839804676,0.77108612,0.570448995,0.609388666,0.790218652
SRR11125046,0.892206646,0.834604451,0.670687125,0.660651701,0.841424181
SRR11125051,0.76166592,0.690557522,0.511848003,0.564012107,0.740790653
SRR11125052,0.838112456,0.775445686,0.574896261,0.61926231,0.787452519
SRR11125054,0.781641979,0.723359739,0.531460053,0.585802119,0.738826722
SRR11125056,0.916637775,0.877090631,0.60391056,0.699343137,0.880094097
SRR11125057,0.808212492,0.741282633,0.577428428,0.596656644,0.758219001
SRR11125058,0.774900423,0.718144494,0.567190424,0.577711692,0.725476824
SRR11125061,0.904610936,0.86516239,0.608393277,0.682388679,0.854626138
SRR11125064,0.864536411,0.810777167,0.600987484,0.626385092,0.798933467
SRR11125070,0.825552089,0.760753638,0.575579522,0.622682309,0.786122988
SRR11125072,0.812570079,0.737639971,0.573321971,0.586261364,0.759828081
SRR11125073,0.880108201,0.805985635,0.603132323,0.648095064,0.826323379
SRR11125074,0.860797188,0.823695965,0.562317659,0.640009283,0.81455094
SRR11125076,0.881022976,0.822243222,0.652545569,0.630243291,0.817321099
SRR11125077,0.872149654,0.826737695,0.609243697,0.658722477,0.813426255
SRR11125081,0.864821565,0.811221528,0.605712354,0.632511089,0.803526993
SRR11125084,0.840540209,0.756123029,0.602097232,0.616590333,0.804205611
SRR11125086,0.889159614,0.775742548,0.664903404,0.581230919,0.846687644
SRR11125087,0.895128326,0.829067227,0.606116261,0.632118353,0.854460535
SRR11125089,0.875130715,0.809389597,0.650730016,0.645220655,0.829516053
SRR11125090,0.840606713,0.763049299,0.598090998,0.586099516,0.785584733
SRR11125092,0.793797019,0.709909078,0.579040087,0.584991534,0.752703133
SRR11125094,0.862562718,0.795667149,0.660040351,0.626390323,0.82505795
SRR11125095,0.774179237,0.693865876,0.575201059,0.563142682,0.727851978
SRR11125097,0.801015556,0.73799923,0.460349793,0.588088524,0.791773797
SRR11125099,0.906717733,0.833785882,0.640913113,0.599122085,0.87723618
SRR11125100,0.690154398,0.644284451,0.338088961,0.55660609,0.70272261
SRR11125101,0.871465129,0.806690205,0.677303014,0.632855427,0.817781673
SRR11125103,0.826180892,0.769971402,0.63387851,0.621329249,0.795434656
SRR11125104,0.793658835,0.715224037,0.586079362,0.58797793,0.766072774
SRR11125107,0.860177297,0.807822933,0.5603987,0.645098379,0.827589495
SRR11125111,0.823155291,0.738580374,0.628277882,0.584225971,0.762953474
SRR11125112,0.830843678,0.774138439,0.5459004,0.623037458,0.803243602
SRR11125115,0.829247297,0.770014117,0.61357029,0.617138426,0.785792943
SRR11125116,0.825890781,0.761544779,0.557334359,0.634034237,0.774781948
SRR11125118,0.804937169,0.745518913,0.606810166,0.605975992,0.765143882
SRR11125121,0.894954914,0.859021458,0.626040758,0.669257957,0.846017183
SRR11125122,0.915612933,0.880723045,0.612128788,0.703141689,0.89046444
SRR11125123,0.756367232,0.682994247,0.511315535,0.570770561,0.730943809
SRR11125124,0.796526039,0.719623083,0.534708022,0.589675185,0.771275966
SRR11125126,0.837831391,0.7758676,0.609887382,0.611895956,0.799558904
SRR11125127,0.760919198,0.674585843,0.558439314,0.548884572,0.731790988
SRR11125128,0.828140911,0.759696317,0.57363445,0.612829372,0.784081921
SRR11125129,0.907452238,0.853345841,0.630758271,0.674638115,0.870158863
SRR11125130,0.822697529,0.757759547,0.641252887,0.604226422,0.765464862
SRR11125132,0.84022157,0.762427492,0.533457954,0.615300386,0.812926695
SRR11125133,0.859785542,0.78067679,0.662610923,0.599294196,0.779299178
SRR11125135,0.842819214,0.772408226,0.576056307,0.628257744,0.819316917
SRR11125136,0.809393003,0.721448498,0.555885319,0.577494945,0.763738551
SRR11125137,0.838904828,0.765445813,0.605380349,0.618116251,0.795400796
SRR11125139,0.782315206,0.680673834,0.535070875,0.571752737,0.751395361
SRR11125143,0.879235133,0.805207017,0.611822761,0.644969469,0.844975026
SRR11125145,0.833162688,0.748188827,0.550340365,0.616347575,0.805956685
SRR11125147,0.891837659,0.823519727,0.631681205,0.619620382,0.826664637
SRR11125155,0.818656954,0.738986238,0.547751598,0.608175601,0.789976037
SRR11125159,0.787898865,0.741725532,0.451618837,0.595218562,0.716190187
SRR11125160,0.828949807,0.784706776,0.536245435,0.611393253,0.760046906
SRR11125162,0.795634774,0.754452926,0.492041254,0.598738328,0.740687793
SRR11125163,0.760966291,0.715918489,0.3996103,0.594714306,0.72351335
SRR11125164,0.832625867,0.792344047,0.470925739,0.615251229,0.785215937
SRR11125165,0.809574166,0.763103526,0.525559251,0.606951109,0.762356635
SRR11125167,0.709448279,0.655467144,0.445156568,0.551886973,0.66460728
SRR11125169,0.721238371,0.665764655,0.42316534,0.571964507,0.671431816
SRR11125170,0.747889878,0.666522463,0.490070468,0.556918585,0.697438307
SRR11125171,0.769872144,0.72010506,0.536684017,0.55093583,0.699111773
SRR11125173,0.762604274,0.704031374,0.464017023,0.594126292,0.726048855
SRR11125174,0.780417558,0.724751126,0.491669328,0.58531533,0.733018817
SRR11125175,0.720038162,0.664661779,0.396283947,0.567045498,0.67355364
SRR11125177,0.810066884,0.756664571,0.623976518,0.579602615,0.740201723
SRR11125179,0.744326128,0.696314323,0.458919665,0.573303306,0.682679906
SRR11125183,0.829997488,0.764820976,0.576896758,0.590884343,0.777326819
SRR11125184,0.890150906,0.831000568,0.64052386,0.640526809,0.846929414
SRR11125185,0.843553309,0.763220008,0.610047014,0.597808744,0.794468674
SRR11125186,0.832084929,0.750997397,0.595124917,0.577099347,0.786584041
SRR11125187,0.909390312,0.863052684,0.658622539,0.684002011,0.868627451
SRR11125189,0.864984029,0.811950906,0.582594482,0.631658979,0.831446776
SRR11125197,0.823929596,0.751001207,0.533738564,0.564951979,0.787953921
SRR11125204,0.919995633,0.876980185,0.649056443,0.67914993,0.87035527
SRR11125210,0.897033504,0.82845514,0.610040422,0.658797906,0.864878146
SRR11125211,0.889539858,0.826976313,0.63862142,0.647150219,0.839667252
SRR11125213,0.894273696,0.826876943,0.593358346,0.647261086,0.853894949
SRR11125216,0.871655296,0.815430396,0.596421699,0.64013931,0.829918811
SRR11125218,0.935198963,0.915326645,0.618911904,0.754365342,0.884823356
SRR11125219,0.937505288,0.884116677,0.66980006,0.700348745,0.887973296
SRR11125221,0.862990036,0.79683977,0.599918553,0.637549513,0.822681463
SRR11125222,0.875661101,0.810666879,0.579823612,0.62557049,0.824774086
SRR11125224,0.922279065,0.867339413,0.673233006,0.630460707,0.872881634
SRR11125225,0.922814152,0.86028319,0.642150655,0.659566504,0.880479091
SRR11125229,0.807840986,0.739905535,0.494535857,0.602482625,0.774009982
SRR11125232,0.796543179,0.740702911,0.418392676,0.617064411,0.785120542
SRR11125233,0.853722631,0.769801707,0.592197883,0.617367194,0.787953317
SRR11125234,0.897942861,0.839898378,0.654303589,0.637236953,0.828946518
SRR11125235,0.809784695,0.748426795,0.561382458,0.603220852,0.765525729
SRR11125236,0.833703962,0.779408184,0.569406921,0.61313548,0.771502814
SRR11125237,0.84160767,0.78579631,0.610348398,0.615971505,0.771871775
SRR11125246,0.916337937,0.891283662,0.658263718,0.710561906,0.874688811
SRR11125248,0.91501991,0.860854792,0.655137865,0.681661264,0.874774077
SRR11125249,0.94068581,0.863829693,0.655021158,0.703353956,0.89815233
SRR11125250,0.932451178,0.894382592,0.646779695,0.701240123,0.884438027
SRR11125251,0.816590728,0.74638647,0.586078652,0.600035955,0.776008402
SRR11125256,0.853972317,0.791632317,0.583508886,0.620356287,0.813357922
SRR11125258,0.871192537,0.805337005,0.608384547,0.654808905,0.835749668
SRR11125259,0.878875852,0.806511153,0.62993715,0.622077041,0.845435262
SRR11125263,0.86874324,0.819570809,0.611004494,0.660484563,0.810289946
SRR11125265,0.91502406,0.849153449,0.62972804,0.651955381,0.887596453
SRR11125266,0.845465938,0.786736177,0.607938068,0.615743546,0.792847131
SRR11125268,0.873992874,0.806246298,0.639657207,0.648460549,0.831627695
SRR11125273,0.884370315,0.813651998,0.638210705,0.636334095,0.852962029
SRR11125277,0.869374708,0.824947024,0.586229962,0.665230962,0.806912795
SRR11125278,0.87760699,0.819112006,0.634916836,0.643756237,0.817278422
SRR11125281,0.874055783,0.828556247,0.621270252,0.64569483,0.806502091
SRR11125283,0.896263542,0.845244508,0.600137126,0.685546726,0.841794781
SRR11125284,0.876319972,0.831229031,0.596844421,0.661526625,0.812134754
SRR11125285,0.866099288,0.813633901,0.590570422,0.666048693,0.811992076
SRR11125287,0.881693057,0.808332189,0.612102405,0.642415784,0.838325313
SRR11125288,0.887498546,0.839423189,0.668821924,0.662974531,0.831750223
SRR11125289,0.738980963,0.673468825,0.49990077,0.548959495,0.703177258
SRR11125290,0.837939894,0.76537683,0.598716049,0.583802124,0.76394192
SRR11125292,0.87733293,0.831296441,0.613098532,0.640686965,0.807021346
SRR11125293,0.879543604,0.828511335,0.6032943,0.647999108,0.801964671
SRR11125294,0.815553703,0.752448284,0.532383303,0.618541689,0.767602483
SRR11125296,0.850353832,0.793979866,0.575782693,0.637791615,0.789827789
SRR11125297,0.877320226,0.823538974,0.610542249,0.66673094,0.811052075
SRR11125303,0.84200931,0.782156711,0.598358241,0.623266859,0.7902908
SRR11125309,0.88097666,0.832019747,0.61402272,0.631087687,0.830721275
SRR11125310,0.890786024,0.842226445,0.598821137,0.660995545,0.842050488
SRR11125311,0.835562938,0.717636125,0.592168613,0.571823531,0.789690515
SRR11125315,0.898672141,0.837524178,0.657168438,0.647150104,0.868870529
SRR11125317,0.888049989,0.83290272,0.633522398,0.635707725,0.840518916
SRR11125318,0.871707105,0.819782772,0.615927182,0.628762431,0.817933702
SRR11125321,0.822322358,0.765446975,0.558440173,0.618760453,0.782962731
SRR11125322,0.913811747,0.862251356,0.64547064,0.665767121,0.831347169
SRR11125324,0.854387491,0.799559026,0.592694288,0.626079837,0.802824986
SRR11125327,0.865277949,0.827203254,0.568219217,0.659668262,0.816041412
SRR11125328,0.876270739,0.801704709,0.658660742,0.637820477,0.819484146
SRR11125330,0.834472929,0.788991322,0.549970189,0.630927714,0.785515951
SRR11125335,0.845652963,0.777520474,0.614050122,0.601619794,0.795905933
SRR11125338,0.894033451,0.829154806,0.60034888,0.648063711,0.860601622
SRR11125342,0.806149573,0.7362913,0.497247253,0.608140602,0.775375917
SRR11125343,0.796379767,0.676066037,0.524164366,0.577906299,0.762352579
SRR11125344,0.869507858,0.799423131,0.606847613,0.654706131,0.827038509
SRR11125345,0.780846987,0.669385929,0.531692333,0.543243697,0.748750971
SRR11125347,0.824968042,0.775029546,0.567305466,0.596793009,0.780881317
SRR11125352,0.897843209,0.85736096,0.655918761,0.669707466,0.842889605
SRR11125353,0.827540775,0.766339053,0.598305553,0.605946549,0.772362613
SRR11125357,0.816609151,0.745064792,0.507430372,0.603812828,0.786961181
SRR11125359,0.781085758,0.706996864,0.584031807,0.569254231,0.740273115
SRR11125362,0.79986366,0.705493382,0.615272454,0.57414034,0.756796815
SRR11125363,0.85978625,0.814028211,0.58263032,0.645933523,0.805507086
SRR11125364,0.820530848,0.76025673,0.562000037,0.609426864,0.772889467
SRR11125368,0.71060096,0.623808729,0.498785239,0.520988272,0.680411542
SRR11125369,0.835284139,0.756573367,0.630221511,0.601086741,0.779794124
SRR11125370,0.813435704,0.734518682,0.555812677,0.588794692,0.775248802
SRR11125373,0.835503607,0.760690679,0.588946702,0.611190985,0.794367287
SRR11125376,0.777094113,0.684799329,0.550695924,0.546591834,0.745062337
SRR11125378,0.825293351,0.776081633,0.513792499,0.64669288,0.799374862
SRR11125379,0.799396664,0.724048542,0.573496601,0.593260007,0.770439327
SRR11125384,0.786607325,0.704298883,0.593132506,0.570254622,0.739504866
SRR11125385,0.821000354,0.750552026,0.509456709,0.624244296,0.796836507
SRR11125386,0.843624726,0.765529854,0.562875879,0.622818595,0.794679083
SRR11125387,0.755113751,0.660861342,0.474633193,0.541306653,0.735988925
SRR11125388,0.912499534,0.8703706,0.649325121,0.674726487,0.858853544
SRR11125390,0.7939039,0.733677374,0.558376593,0.581938026,0.739761612
SRR11125394,0.818457359,0.75703188,0.526732588,0.614530987,0.797788261
SRR11125395,0.843589203,0.784035488,0.526160799,0.630658395,0.808865691
SRR11125397,0.804133259,0.745448785,0.55785564,0.574750427,0.746996856
SRR11125405,0.770321257,0.678539634,0.549934124,0.529601647,0.714610964
SRR11125406,0.848011791,0.771634685,0.594977952,0.60546808,0.802273855
SRR11125409,0.765298541,0.690522787,0.534565822,0.572310603,0.730176513
SRR11125410,0.779438645,0.686532759,0.546806195,0.566255677,0.747954435
SRR11125411,0.797550505,0.732491424,0.591679714,0.581300738,0.755009225
SRR11125413,0.774867393,0.687714179,0.583402375,0.564860597,0.731343749
SRR11125415,0.80014772,0.672435841,0.572022033,0.577467748,0.73990419
SRR11125419,0.820666884,0.74881462,0.566128699,0.613532239,0.79125288
SRR11125420,0.811564941,0.719068582,0.578604245,0.586641298,0.769383622
SRR11125421,0.853922544,0.783117676,0.606520414,0.602964596,0.811690963
SRR11125427,0.774023507,0.687458942,0.531509294,0.551220459,0.727831077
SRR11125428,0.836460214,0.753003223,0.58276309,0.595588235,0.802898427
SRR11125432,0.819881256,0.708071246,0.58464204,0.577519288,0.779629761
SRR11125434,0.921952755,0.871051325,0.665066312,0.674954465,0.870196844
SRR11125435,0.793155254,0.711060771,0.551934662,0.58049183,0.759882592
SRR11125436,0.888651693,0.837474167,0.653310055,0.650392036,0.825672323
SRR11125438,0.869539645,0.797579459,0.592918041,0.636616272,0.811816919
SRR11125439,0.908161364,0.869144951,0.63257736,0.667611164,0.847475001
SRR11125440,0.764077443,0.709505482,0.437615679,0.569443245,0.727831289
SRR11125442,0.851775357,0.794162305,0.598122066,0.650217189,0.806079546
SRR11125443,0.872008904,0.815643594,0.622821897,0.652444983,0.80421569
SRR11125445,0.827961797,0.765738856,0.578247416,0.613711967,0.777487504
SRR11125446,0.873887386,0.815168804,0.640902756,0.64321631,0.808494328
SRR11125447,0.859961523,0.793315735,0.59631215,0.632326556,0.799680852
SRR11125448,0.90044869,0.861799995,0.587004685,0.663223654,0.860301371
SRR11125449,0.882828283,0.834560237,0.62388664,0.638940869,0.815411457
SRR11125454,0.783402332,0.709102724,0.539911377,0.586986596,0.753418218
SRR11125456,0.82829706,0.772046798,0.56103312,0.627878882,0.790288856
SRR11125457,0.801416765,0.699645809,0.587508049,0.504467689,0.742774948
SRR11125459,0.850935069,0.80005517,0.518615284,0.621719599,0.794557041
SRR11125462,0.773707605,0.700773022,0.542835378,0.562616575,0.73479779
SRR11125466,0.837771568,0.766664338,0.587939809,0.606907469,0.793368779
SRR11125467,0.811799837,0.749886888,0.5768,0.612697145,0.768915951
SRR11125470,0.861297797,0.797647367,0.606029125,0.635632208,0.808724808
SRR11125471,0.881874069,0.837136736,0.59531263,0.634084214,0.81929475
SRR11125472,0.907082553,0.857204014,0.62753101,0.681197536,0.854234968
SRR11125473,0.787301511,0.710248156,0.554667249,0.575158453,0.747867184
SRR11125478,0.866592097,0.805344588,0.607839708,0.636674505,0.813853932
SRR11125479,0.833775928,0.77955629,0.593496124,0.621800929,0.77330073
SRR11125480,0.786596374,0.710854889,0.500085254,0.596430356,0.754621662
SRR11125481,0.788226078,0.712361426,0.558630613,0.574555183,0.744539928
SRR11125483,0.767578209,0.694441806,0.559678592,0.561076588,0.726013573
SRR11125484,0.890347355,0.8317376,0.631977321,0.626328091,0.82185658
SRR11125485,0.875227408,0.811126495,0.582074185,0.659583423,0.825579421
SRR11125486,0.80224227,0.739668915,0.571830397,0.587832749,0.746045886
SRR11125488,0.917645081,0.884869374,0.647145687,0.703544895,0.873309276
SRR11125490,0.788259167,0.705417394,0.577656538,0.555996272,0.734161302
SRR11125491,0.867903555,0.822980353,0.588849196,0.636506657,0.817110964
SRR11125492,0.843305014,0.769970231,0.590346761,0.600996032,0.801119687
SRR11125493,0.86740615,0.822225539,0.566926365,0.63275222,0.826641118
SRR11125494,0.846441977,0.789120231,0.565395315,0.619727431,0.791421417
SRR11125497,0.843127879,0.784197329,0.603622602,0.595697534,0.775779809
SRR11125498,0.782417237,0.691358025,0.546047559,0.556695234,0.738648503
SRR11125500,0.672917565,0.527482397,0.532124567,0.413284695,0.615832744
SRR11125501,0.916760706,0.855997766,0.653171457,0.634054243,0.88505571
SRR11125503,0.800111114,0.69411329,0.556096779,0.571455056,0.73624877
SRR11125505,0.814867223,0.756866814,0.590316187,0.610937332,0.774782578
SRR11125507,0.7909569,0.719030198,0.533091462,0.583661963,0.759716478
SRR11125508,0.718031642,0.596451701,0.498843918,0.492230386,0.686575253
SRR11125511,0.825034559,0.745425962,0.619598064,0.589147092,0.779257618
SRR11125515,0.766600546,0.666849972,0.526717028,0.548975331,0.737923062
SRR11125517,0.767219167,0.703726493,0.522638641,0.560947388,0.726882716
SRR11125520,0.809030003,0.715921934,0.601382074,0.573893246,0.753417647
SRR11125522,0.792404453,0.70718161,0.549081778,0.57717449,0.757571851
SRR11125523,0.897415143,0.830637002,0.591460119,0.663009155,0.852774993
SRR11125526,0.820341173,0.73509694,0.57408671,0.599110444,0.780549453
SRR11125529,0.81601922,0.679598674,0.545507538,0.521677959,0.771698323
SRR11125530,0.810753689,0.716721811,0.573580353,0.595167453,0.786470464
SRR11125531,0.814676591,0.708615669,0.59070683,0.568222558,0.760319982
SRR11125533,0.743186469,0.688385884,0.4425789,0.586491653,0.695771966
SRR11125534,0.818458503,0.762157835,0.545224951,0.609578547,0.773732637
SRR11125535,0.818112281,0.759817283,0.498080985,0.587146367,0.779496946
SRR11125537,0.836106972,0.786341406,0.531105244,0.617240407,0.803348747
SRR11125539,0.757153697,0.690877666,0.520390615,0.555683105,0.719999392
SRR11125542,0.833885741,0.785322375,0.567732593,0.628179917,0.767529211
SRR11125544,0.773948275,0.729695598,0.470486792,0.604108561,0.732511295
SRR11125546,0.872744432,0.843471194,0.516613855,0.5805049,0.809145629
SRR11125548,0.742727933,0.685174846,0.473502422,0.572110354,0.690239815
SRR11125550,0.738954846,0.667059167,0.510131131,0.556217378,0.685715029
SRR11125554,0.754822001,0.695120041,0.497239378,0.574576893,0.69137768
SRR11125555,0.812844246,0.756624189,0.532573547,0.613368453,0.761734616
SRR11125557,0.818687587,0.776996859,0.44829899,0.645713674,0.79229189
SRR11125558,0.865995216,0.804540686,0.578731038,0.647207418,0.805089184
SRR11125560,0.913239841,0.860859686,0.638230648,0.663118047,0.865757672
SRR11125561,0.801148479,0.744371572,0.528736426,0.602104555,0.760645487
SRR11125631,0.903006252,0.853556068,0.637366486,0.660427207,0.857944345
SRR11125632,0.885332979,0.816501782,0.60539415,0.624821612,0.858806623
SRR11125633,0.832582527,0.747261404,0.570289614,0.573948619,0.80278902
SRR11125635,0.896433983,0.83747612,0.646905102,0.652906325,0.845655399
SRR11125638,0.889429109,0.831840104,0.616388027,0.650366903,0.847843768
SRR11125641,0.89010741,0.843006288,0.614406138,0.65985077,0.840180581
SRR11125642,0.848992593,0.75295437,0.506900831,0.590625081,0.826774588
SRR11125650,0.803152356,0.707094492,0.604644412,0.589925157,0.762332534
SRR11125655,0.74786383,0.674271807,0.457978161,0.559624711,0.730328979
SRR11125657,0.848222376,0.797100461,0.625,0.622591882,0.794679036
SRR11125661,0.878040636,0.829807883,0.596219259,0.632348601,0.827003818
SRR11125663,0.735218576,0.682910053,0.435688748,0.580583167,0.690466001
SRR11125664,0.81090981,0.755456788,0.534669604,0.604309891,0.76821816
SRR11125665,0.813498018,0.756489216,0.4915007,0.586590286,0.775704005
SRR11125667,0.832265302,0.781493448,0.526527369,0.608807867,0.794896926
SRR11125669,0.750602261,0.686542756,0.509697836,0.545939058,0.71247215
SRR11125672,0.823810528,0.775657694,0.555226611,0.630840819,0.759835464
SRR11125674,0.765287641,0.721630443,0.459425622,0.595113395,0.724253458
SRR11125676,0.863649345,0.833902958,0.504469064,0.574475183,0.800595391
SRR11125678,0.737309143,0.680748864,0.462727383,0.56946889,0.685013046
SRR11125680,0.73043513,0.658653125,0.499147805,0.550105896,0.678728527
SRR11125684,0.747792719,0.688099924,0.48931184,0.570852141,0.68884564
SRR11125685,0.80771086,0.751301081,0.524528302,0.610296815,0.753528764
SRR11125687,0.804878663,0.763548485,0.43365862,0.639278659,0.783145321
SRR11125688,0.857701015,0.796804391,0.565456895,0.638300261,0.79718956
SRR11125690,0.90416806,0.851452625,0.618960132,0.654637345,0.855447799
SRR11125691,0.791527764,0.735999756,0.518297683,0.595478727,0.752572255
SRR11125693,0.835131207,0.781005943,0.6174551,0.639134018,0.784790373
SRR11125695,0.864167377,0.820041655,0.574654776,0.660654016,0.799688318
SRR11125696,0.871287227,0.813480604,0.628935587,0.641002629,0.808929381
SRR11125699,0.864026069,0.818047602,0.607503814,0.641189931,0.798539364
SRR11125701,0.888244384,0.840020705,0.584836966,0.679743407,0.834312188
SRR11125702,0.865064939,0.819179295,0.5863626,0.659150239,0.80609351
SRR11125703,0.858858404,0.807356827,0.576031019,0.656778148,0.803138088
SRR11125705,0.874370757,0.801494019,0.601507193,0.637096346,0.829894554
SRR11125706,0.880432664,0.831977197,0.654857245,0.652551904,0.822367681
SRR11125707,0.726661981,0.662455615,0.486371722,0.545431744,0.697386462
SRR11125708,0.829899475,0.757188462,0.597745351,0.576448204,0.754058693
SRR11125711,0.886275017,0.840273738,0.58984522,0.639096697,0.796527397
SRR11125712,0.806238889,0.743720889,0.526801355,0.612792365,0.762598883
SRR11125714,0.837437799,0.780820471,0.564153722,0.630678358,0.77833741
SRR11125715,0.8682168,0.813640085,0.596273292,0.65639005,0.80805035
SRR11125721,0.833806246,0.774243957,0.59005278,0.615437438,0.780582839
SRR11125726,0.894853553,0.846276448,0.632116355,0.643106683,0.825850208
SRR11125729,0.874926669,0.807245553,0.603837856,0.625915788,0.813179159
SRR11125731,0.829433218,0.774912211,0.566194568,0.626432767,0.772064618
SRR11125734,0.831358419,0.75815884,0.611419097,0.596936896,0.771203234
SRR11125736,0.858724863,0.80617181,0.606601093,0.634052886,0.805118093
SRR11125737,0.858670199,0.79889753,0.575615499,0.650107787,0.806236625
SRR11125739,0.893587033,0.848378072,0.623511291,0.676383205,0.832775854
SRR11125740,0.886332428,0.839081255,0.598773736,0.657650042,0.825214084
SRR11125741,0.889229364,0.842183688,0.653291379,0.668737657,0.823917723
SRR11125742,0.827585588,0.770544526,0.547256926,0.617490295,0.762958714
SRR11125743,0.86564942,0.821380231,0.578242072,0.656619627,0.808725587
SRR11125745,0.871253082,0.80724159,0.62157088,0.647232321,0.805407343
SRR11125749,0.880326217,0.837431734,0.573156629,0.663541708,0.820559147
SRR11125751,0.856133319,0.797129163,0.556207758,0.639494949,0.795544332
SRR11125757,0.834217026,0.77427851,0.592870433,0.64029682,0.792616124
SRR11125758,0.866047837,0.811511019,0.605719962,0.638557675,0.814700981
SRR11125762,0.817289926,0.746650629,0.579931806,0.59527436,0.772565329
SRR11125763,0.757407049,0.668827798,0.514441246,0.548659991,0.729411988
SRR11125765,0.8590175,0.803953628,0.577051635,0.614778739,0.796726464
SRR11125766,0.807667175,0.749539232,0.484260699,0.621335334,0.775350432
SRR11125768,0.770072272,0.697874652,0.518982607,0.585699535,0.743379696
SRR11125770,0.828711346,0.755959062,0.565219624,0.606818388,0.790527664
SRR11125771,0.832989857,0.769160805,0.610181667,0.607683378,0.783866398
SRR11125772,0.852842263,0.801983,0.567238487,0.613475429,0.800137773
SRR11125775,0.788296438,0.744087366,0.507612169,0.597601511,0.751917073
SRR11125776,0.849757594,0.79236826,0.601797848,0.602697329,0.789631498
SRR11125777,0.867575826,0.811555002,0.630361805,0.62716492,0.805571869
SRR11125780,0.827233414,0.764531208,0.533139331,0.625575098,0.797541455
SRR11125783,0.77164084,0.702155863,0.580174647,0.565097623,0.734304912
SRR11125785,0.81310127,0.757741549,0.502129484,0.601464735,0.767770191
SRR11125786,0.740256606,0.676750556,0.505243255,0.565674319,0.715275214
SRR11125790,0.765550339,0.677932101,0.517708131,0.55046696,0.732899002
SRR11125791,0.785560941,0.716807206,0.568300393,0.560910925,0.735876878
SRR11125793,0.888801269,0.830653111,0.632383676,0.628883598,0.853354307
SRR11125796,0.802781095,0.742405789,0.56916003,0.594221866,0.754380652
SRR11125798,0.660665769,0.580398739,0.415107804,0.490007169,0.644757775
