genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
AtH2023_SRR17241527_MAG06.fasta,7_1,0.050000000000000044,average,fastANI,7
AtH2023_SRR17241533_MAG11.fasta,7_1,0.050000000000000044,average,fastANI,7
AtH2023_SRR21357700_MAG15.fasta,7_1,0.050000000000000044,average,fastANI,7
AtH2023_SRR5976184_MAG12.fasta,7_1,0.050000000000000044,average,fastANI,7
AtH2023_SRR8960211_MAG05.fasta,7_1,0.050000000000000044,average,fastANI,7
AtH2023_SRR8960652_MAG32.fasta,7_1,0.050000000000000044,average,fastANI,7
AtH2023_SRR8960712_MAG08.fasta,7_1,0.050000000000000044,average,fastANI,7
AtH2023_SRR8960864_MAG08.fasta,7_1,0.050000000000000044,average,fastANI,7
AtH2023_SRR8960960_MAG02.fasta,7_1,0.050000000000000044,average,fastANI,7
AtH2023_ERR1135378_MAG06.fasta,8_1,0.050000000000000044,average,fastANI,8
AtH2023_ERR1135387_MAG13.fasta,8_1,0.050000000000000044,average,fastANI,8
AtH2023_SRR11185230_MAG30.fasta,8_2,0.050000000000000044,average,fastANI,8
AtH2023_SRR11185233_MAG08.fasta,8_2,0.050000000000000044,average,fastANI,8
AtH2023_SRR11185241_MAG43.fasta,8_2,0.050000000000000044,average,fastANI,8
AtH2023_SRR11185251_MAG32.fasta,8_2,0.050000000000000044,average,fastANI,8
AtH2023_SRR11185257_MAG39.fasta,8_2,0.050000000000000044,average,fastANI,8
AtH2023_SRR15057923_MAG03.fasta,8_2,0.050000000000000044,average,fastANI,8
AtH2023_SRR17241533_MAG08.fasta,8_2,0.050000000000000044,average,fastANI,8
AtH2023_SRR17241569_MAG20.fasta,8_2,0.050000000000000044,average,fastANI,8
AtH2023_SRR21357927_MAG18.fasta,8_2,0.050000000000000044,average,fastANI,8
AtH2023_SRR8960132_MAG05.fasta,8_2,0.050000000000000044,average,fastANI,8
AtH2023_SRR8960211_MAG48.fasta,8_2,0.050000000000000044,average,fastANI,8
AtH2023_SRR8960244_MAG15.fasta,8_2,0.050000000000000044,average,fastANI,8
AtH2023_SRR8960330_MAG10.fasta,8_2,0.050000000000000044,average,fastANI,8
AtH2023_SRR8960705_MAG35.fasta,8_2,0.050000000000000044,average,fastANI,8
AtH2023_SRR8960712_MAG03.fasta,8_2,0.050000000000000044,average,fastANI,8
AtH2023_ERR1135219_MAG04.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_ERR1135340_MAG04.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_ERR1135371_MAG19.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_ERR3211794_MAG6.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_ERR3211905_MAG08.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_ERR3211929_MAG09.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_ERR3211933_MAG01.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR11489748_MAG01.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR11489792_MAG04.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR14369135_MAG08.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR14369140_MAG12.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR14369156_MAG02.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR14369194_MAG11.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR14369296_MAG02.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR15057921_MAG03.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR17241481_MAG02.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR17241488_MAG05.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR17241533_MAG07.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR17241618_MAG48.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR17241658_MAG09.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR21357700_MAG10.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR21357927_MAG06.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR8960211_MAG30.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR8960830_MAG06.fasta,9_1,0.050000000000000044,average,fastANI,9
AtH2023_SRR11185237_MAG06.fasta,10_1,0.050000000000000044,average,fastANI,10
AtH2023_SRR14369135_MAG01.fasta,10_1,0.050000000000000044,average,fastANI,10
AtH2023_SRR21376884_MAG26.fasta,10_1,0.050000000000000044,average,fastANI,10
AtH2023_SRR21357815_MAG23.fasta,11_0,0.050000000000000044,average,fastANI,11
AtH2023_SRR5976184_MAG13.fasta,12_0,0.050000000000000044,average,fastANI,12
AtH2023_ERR1135259_MAG07.fasta,13_1,0.050000000000000044,average,fastANI,13
AtH2023_ERR1135262_MAG05.fasta,13_1,0.050000000000000044,average,fastANI,13
AtH2023_SRR11185243_MAG04.fasta,13_1,0.050000000000000044,average,fastANI,13
AtH2023_SRR21376884_MAG07.fasta,13_1,0.050000000000000044,average,fastANI,13
AtH2023_SRR5976185_MAG07.fasta,13_1,0.050000000000000044,average,fastANI,13
AtH2023_SRR12277000_MAG10.fasta,14_0,0.050000000000000044,average,fastANI,14
AtH2023_SRR21357756_MAG01.fasta,15_1,0.050000000000000044,average,fastANI,15
AtH2023_SRR8198110_MAG06.fasta,15_1,0.050000000000000044,average,fastANI,15
AtH2023_SRR10209676_MAG16.fasta,16_1,0.050000000000000044,average,fastANI,16
AtH2023_SRR10209677_MAG2.fasta,16_1,0.050000000000000044,average,fastANI,16
AtH2023_SRR11489748_MAG21.fasta,16_1,0.050000000000000044,average,fastANI,16
AtH2023_SRR21357815_MAG18.fasta,17_1,0.050000000000000044,average,fastANI,17
AtH2023_SRR8960209_MAG8.fasta,17_1,0.050000000000000044,average,fastANI,17
AtH2023_SRR21357591_MAG31.fasta,18_0,0.050000000000000044,average,fastANI,18
AtH2023_ERR1135314_MAG04.fasta,19_1,0.050000000000000044,average,fastANI,19
AtH2023_SRR11185229_MAG51.fasta,19_1,0.050000000000000044,average,fastANI,19
AtH2023_SRR11489748_MAG14.fasta,19_1,0.050000000000000044,average,fastANI,19
AtH2023_SRR14369170_MAG02.fasta,19_1,0.050000000000000044,average,fastANI,19
AtH2023_SRR17241619_MAG27.fasta,19_1,0.050000000000000044,average,fastANI,19
AtH2023_SRR21357591_MAG02.fasta,19_1,0.050000000000000044,average,fastANI,19
AtH2023_SRR21357700_MAG08.fasta,19_1,0.050000000000000044,average,fastANI,19
AtH2023_SRR21357815_MAG22.fasta,19_1,0.050000000000000044,average,fastANI,19
AtH2023_SRR8198110_MAG07.fasta,19_1,0.050000000000000044,average,fastANI,19
AtH2023_ERR3211744_MAG1.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211745_MAG2.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211746_MAG07.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211756_MAG03.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211757_MAG3.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211773_MAG7.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211774_MAG2.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211816_MAG01.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211817_MAG5.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211818_MAG3.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211819_MAG09.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211837_MAG4.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211839_MAG5.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211840_MAG08.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211843_MAG2.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211847_MAG2.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211861_MAG8.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211863_MAG4.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211866_MAG6.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211868_MAG7.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211869_MAG4.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211870_MAG03.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211871_MAG2.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211872_MAG1.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211876_MAG7.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211877_MAG5.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211878_MAG5.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211879_MAG3.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211880_MAG4.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211897_MAG5.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211899_MAG3.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211900_MAG2.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211902_MAG5.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211904_MAG2.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211905_MAG05.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211907_MAG7.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211912_MAG6.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211923_MAG7.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211924_MAG2.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211927_MAG2.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211929_MAG11.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211931_MAG5.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211932_MAG3.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211933_MAG08.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3211993_MAG7.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3212028_MAG3.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3212029_MAG1.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_ERR3212039_MAG1.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR11489748_MAG07.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR11489776_MAG28.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR14369165_MAG19.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR14369168_MAG15.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR14369296_MAG19.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR17241613_MAG39.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR21357662_MAG03.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR21357700_MAG07.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR21357784_MAG11.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR21357874_MAG5.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR21357883_MAG5.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR21357927_MAG28.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR5240743_MAG05.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR5240750_MAG21.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR8960530_MAG16.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR8960666_MAG07.fasta,20_1,0.050000000000000044,average,fastANI,20
AtH2023_SRR11185237_MAG31.fasta,21_1,0.050000000000000044,average,fastANI,21
AtH2023_SRR11489748_MAG03.fasta,21_1,0.050000000000000044,average,fastANI,21
AtH2023_SRR21357815_MAG05.fasta,21_1,0.050000000000000044,average,fastANI,21
AtH2023_SRR8960232_MAG16.fasta,21_1,0.050000000000000044,average,fastANI,21
AtH2023_SRR8960444_MAG04.fasta,21_1,0.050000000000000044,average,fastANI,21
AtH2023_SRR8960448_MAG25.fasta,21_1,0.050000000000000044,average,fastANI,21
AtH2023_SRR8960636_MAG02.fasta,21_1,0.050000000000000044,average,fastANI,21
AtH2023_SRR8960674_MAG21.fasta,21_1,0.050000000000000044,average,fastANI,21
AtH2023_ERR1135298_MAG15.fasta,22_1,0.050000000000000044,average,fastANI,22
AtH2023_ERR1135319_MAG13.fasta,22_1,0.050000000000000044,average,fastANI,22
AtH2023_SRR10209676_MAG09.fasta,22_1,0.050000000000000044,average,fastANI,22
AtH2023_SRR11185241_MAG46.fasta,22_1,0.050000000000000044,average,fastANI,22
AtH2023_SRR17241489_MAG25.fasta,22_1,0.050000000000000044,average,fastANI,22
AtH2023_SRR21357700_MAG01.fasta,22_1,0.050000000000000044,average,fastANI,22
AtH2023_SRR21357815_MAG14.fasta,22_1,0.050000000000000044,average,fastANI,22
AtH2023_SRR5241535_MAG7.fasta,22_1,0.050000000000000044,average,fastANI,22
AtH2023_SRR7182037_MAG10.fasta,22_1,0.050000000000000044,average,fastANI,22
AtH2023_SRR11126230_MAG7.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR11184035_MAG11.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR11185229_MAG16.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR17241558_MAG34.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR17241642_MAG43.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR17241646_MAG36.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR17241647_MAG16.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR17241681_MAG28.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR18048911_MAG19.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR21357784_MAG10.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR21357874_MAG6.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960200_MAG24.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960201_MAG23.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960211_MAG11.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960324_MAG19.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960431_MAG18.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960438_MAG33.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960474_MAG10.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960621_MAG21.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960633_MAG13.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960636_MAG23.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960643_MAG13.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960666_MAG22.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960671_MAG03.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960674_MAG23.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960715_MAG06.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960729_MAG10.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960794_MAG17.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960827_MAG17.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960911_MAG11.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR8960916_MAG24.fasta,23_1,0.050000000000000044,average,fastANI,23
AtH2023_SRR17241527_MAG16.fasta,24_1,0.050000000000000044,average,fastANI,24
AtH2023_SRR17241679_MAG2.fasta,24_1,0.050000000000000044,average,fastANI,24
AtH2023_SRR17241679_MAG3.fasta,25_0,0.050000000000000044,average,fastANI,25
AtH2023_SRR8655112_MAG33.fasta,26_1,0.050000000000000044,average,fastANI,26
AtH2023_SRR8655119_MAG46.fasta,26_1,0.050000000000000044,average,fastANI,26
AtH2023_SRR8655120_MAG31.fasta,26_1,0.050000000000000044,average,fastANI,26
AtH2023_SRR8655112_MAG37.fasta,27_0,0.050000000000000044,average,fastANI,27
AtH2023_SRR8655119_MAG47.fasta,28_0,0.050000000000000044,average,fastANI,28
AtH2023_SRR17241489_MAG40.fasta,29_1,0.050000000000000044,average,fastANI,29
AtH2023_SRR17241490_MAG12.fasta,29_1,0.050000000000000044,average,fastANI,29
AtH2023_SRR12795741_MAG2.fasta,30_1,0.050000000000000044,average,fastANI,30
AtH2023_SRR12795745_MAG2.fasta,30_1,0.050000000000000044,average,fastANI,30
AtH2023_SRR14369131_MAG11.fasta,30_1,0.050000000000000044,average,fastANI,30
AtH2023_SRR14369150_MAG06.fasta,30_1,0.050000000000000044,average,fastANI,30
AtH2023_SRR14369182_MAG05.fasta,30_1,0.050000000000000044,average,fastANI,30
AtH2023_SRR14369225_MAG21.fasta,30_1,0.050000000000000044,average,fastANI,30
AtH2023_SRR14369248_MAG13.fasta,30_1,0.050000000000000044,average,fastANI,30
AtH2023_SRR14369262_MAG6.fasta,30_1,0.050000000000000044,average,fastANI,30
AtH2023_SRR14369293_MAG13.fasta,30_1,0.050000000000000044,average,fastANI,30
AtH2023_SRR17241691_MAG32.fasta,30_1,0.050000000000000044,average,fastANI,30
AtH2023_SRR21357698_MAG02.fasta,30_1,0.050000000000000044,average,fastANI,30
AtH2023_SRR21357760_MAG7.fasta,30_1,0.050000000000000044,average,fastANI,30
AtH2023_SRR21357798_MAG7.fasta,30_1,0.050000000000000044,average,fastANI,30
AtH2023_SRR21357861_MAG10.fasta,30_1,0.050000000000000044,average,fastANI,30
AtH2023_SRR21357876_MAG10.fasta,30_1,0.050000000000000044,average,fastANI,30
AtH2023_SRR8960211_MAG24.fasta,30_1,0.050000000000000044,average,fastANI,30
AtH2023_SRR14369225_MAG12.fasta,31_1,0.050000000000000044,average,fastANI,31
AtH2023_SRR21357596_MAG1.fasta,31_2,0.050000000000000044,average,fastANI,31
AtH2023_SRR10209676_MAG10.fasta,32_1,0.050000000000000044,average,fastANI,32
AtH2023_SRR11489784_MAG19.fasta,32_1,0.050000000000000044,average,fastANI,32
AtH2023_SRR11489788_MAG02.fasta,32_1,0.050000000000000044,average,fastANI,32
AtH2023_SRR11489792_MAG05.fasta,32_1,0.050000000000000044,average,fastANI,32
AtH2023_SRR14369194_MAG01.fasta,32_1,0.050000000000000044,average,fastANI,32
AtH2023_SRR14369296_MAG15.fasta,32_1,0.050000000000000044,average,fastANI,32
AtH2023_SRR17241629_MAG42.fasta,32_1,0.050000000000000044,average,fastANI,32
AtH2023_SRR21357815_MAG24.fasta,32_1,0.050000000000000044,average,fastANI,32
AtH2023_SRR21357927_MAG08.fasta,32_1,0.050000000000000044,average,fastANI,32
AtH2023_SRR8960211_MAG54.fasta,32_1,0.050000000000000044,average,fastANI,32
AtH2023_SRR8960671_MAG06.fasta,32_1,0.050000000000000044,average,fastANI,32
AtH2023_ERR1135298_MAG07.fasta,33_0,0.050000000000000044,average,fastANI,33
AtH2023_SRR7182060_MAG2.fasta,34_0,0.050000000000000044,average,fastANI,34
AtH2023_SRR11185233_MAG15.fasta,35_1,0.050000000000000044,average,fastANI,35
AtH2023_SRR11185251_MAG36.fasta,35_1,0.050000000000000044,average,fastANI,35
AtH2023_SRR8655112_MAG14.fasta,36_1,0.050000000000000044,average,fastANI,36
AtH2023_SRR8655114_MAG15.fasta,36_1,0.050000000000000044,average,fastANI,36
AtH2023_SRR8655115_MAG09.fasta,36_1,0.050000000000000044,average,fastANI,36
AtH2023_SRR8655116_MAG09.fasta,36_1,0.050000000000000044,average,fastANI,36
AtH2023_SRR8655117_MAG19.fasta,36_1,0.050000000000000044,average,fastANI,36
AtH2023_SRR8655118_MAG18.fasta,36_1,0.050000000000000044,average,fastANI,36
AtH2023_SRR8655119_MAG22.fasta,36_1,0.050000000000000044,average,fastANI,36
AtH2023_SRR8655120_MAG46.fasta,36_1,0.050000000000000044,average,fastANI,36
AtH2023_SRR11489748_MAG08.fasta,37_1,0.050000000000000044,average,fastANI,37
AtH2023_SRR8960674_MAG22.fasta,37_1,0.050000000000000044,average,fastANI,37
AtH2023_SRR8960842_MAG17.fasta,37_1,0.050000000000000044,average,fastANI,37
AtH2023_SRR8960154_MAG11.fasta,38_1,0.050000000000000044,average,fastANI,38
AtH2023_SRR8960192_MAG13.fasta,38_1,0.050000000000000044,average,fastANI,38
AtH2023_SRR8960403_MAG12.fasta,38_1,0.050000000000000044,average,fastANI,38
AtH2023_SRR8960444_MAG22.fasta,38_1,0.050000000000000044,average,fastANI,38
AtH2023_SRR8960600_MAG22.fasta,38_1,0.050000000000000044,average,fastANI,38
AtH2023_SRR8960636_MAG19.fasta,38_1,0.050000000000000044,average,fastANI,38
AtH2023_SRR8960872_MAG13.fasta,38_1,0.050000000000000044,average,fastANI,38
AtH2023_SRR8960944_MAG11.fasta,38_1,0.050000000000000044,average,fastANI,38
AtH2023_SRR15057920_MAG01.fasta,39_0,0.050000000000000044,average,fastANI,39
AtH2023_SRR8655117_MAG35.fasta,40_1,0.050000000000000044,average,fastANI,40
AtH2023_SRR8655118_MAG30.fasta,40_1,0.050000000000000044,average,fastANI,40
AtH2023_SRR8655120_MAG40.fasta,40_1,0.050000000000000044,average,fastANI,40
AtH2023_ERR3211984_MAG2.fasta,41_0,0.050000000000000044,average,fastANI,41
AtH2023_SRR12795787_MAG3.fasta,42_0,0.050000000000000044,average,fastANI,42
AtH2023_SRR11185229_MAG22.fasta,43_0,0.050000000000000044,average,fastANI,43
AtH2023_SRR17241488_MAG37.fasta,44_0,0.050000000000000044,average,fastANI,44
AtH2023_SRR7182041_MAG02.fasta,45_0,0.050000000000000044,average,fastANI,45
AtH2023_SRR8960705_MAG17.fasta,46_1,0.050000000000000044,average,fastANI,46
AtH2023_SRR8960715_MAG09.fasta,46_2,0.050000000000000044,average,fastANI,46
AtH2023_SRR11185257_MAG20.fasta,47_0,0.050000000000000044,average,fastANI,47
AtH2023_SRR8655112_MAG27.fasta,48_1,0.050000000000000044,average,fastANI,48
AtH2023_SRR8655113_MAG36.fasta,48_1,0.050000000000000044,average,fastANI,48
AtH2023_SRR8655114_MAG37.fasta,48_1,0.050000000000000044,average,fastANI,48
AtH2023_SRR8655115_MAG32.fasta,48_1,0.050000000000000044,average,fastANI,48
AtH2023_SRR8655116_MAG28.fasta,48_1,0.050000000000000044,average,fastANI,48
AtH2023_SRR8655117_MAG36.fasta,48_1,0.050000000000000044,average,fastANI,48
AtH2023_SRR8655113_MAG21.fasta,49_1,0.050000000000000044,average,fastANI,49
AtH2023_SRR8655115_MAG48.fasta,49_1,0.050000000000000044,average,fastANI,49
AtH2023_SRR8655112_MAG48.fasta,50_1,0.050000000000000044,average,fastANI,50
AtH2023_SRR8655117_MAG53.fasta,50_1,0.050000000000000044,average,fastANI,50
AtH2023_SRR8655118_MAG34.fasta,50_1,0.050000000000000044,average,fastANI,50
AtH2023_SRR17241569_MAG29.fasta,51_0,0.050000000000000044,average,fastANI,51
AtH2023_SRR17241510_MAG30.fasta,52_1,0.050000000000000044,average,fastANI,52
AtH2023_SRR17241641_MAG21.fasta,52_1,0.050000000000000044,average,fastANI,52
AtH2023_SRR17241658_MAG16.fasta,52_1,0.050000000000000044,average,fastANI,52
AtH2023_SRR17241524_MAG01.fasta,53_1,0.050000000000000044,average,fastANI,53
AtH2023_SRR17241689_MAG16.fasta,53_1,0.050000000000000044,average,fastANI,53
AtH2023_SRR8960652_MAG10.fasta,54_1,0.050000000000000044,average,fastANI,54
AtH2023_SRR8960824_MAG07.fasta,54_1,0.050000000000000044,average,fastANI,54
AtH2023_SRR21357927_MAG02.fasta,55_0,0.050000000000000044,average,fastANI,55
AtH2023_SRR8960862_MAG25.fasta,56_0,0.050000000000000044,average,fastANI,56
AtH2023_ERR1135319_MAG17.fasta,57_1,0.050000000000000044,average,fastANI,57
AtH2023_ERR1135431_MAG11.fasta,57_1,0.050000000000000044,average,fastANI,57
AtH2023_ERR1135447_MAG09.fasta,57_1,0.050000000000000044,average,fastANI,57
AtH2023_ERR1135452_MAG10.fasta,57_1,0.050000000000000044,average,fastANI,57
AtH2023_ERR1135458_MAG06.fasta,57_1,0.050000000000000044,average,fastANI,57
AtH2023_ERR1135461_MAG08.fasta,57_1,0.050000000000000044,average,fastANI,57
